place,country,continent,cleaned_text,count_label,tfidf_label,w2v_label,x,y,dbscan_label,h_label
Real de Catorce,Mexico,America,real catorce place silver mine hill height production town inhabitant turn century mining operation population year period inhabitant enclave centre mansion foundation segment wall legend hippy peyote town connection influx artist vendor mexican foreigner town impetu centre extent ghost town desolation outskirt shoulder street traffic horse donkey population contingent local tourist industry pueblo town location movie mexican sight dust hill pastime semi desert foot sierra madre occidental source peyote cactu conquest huichol person month pilgrimage truck homeland cactu alkaloid mescaline food soul peyote button site cerro quemada burnt hill ceremoney tale consciousnes influence peyote foreigner convert book carlo castaneda shamanism tourist itinerary waystation trail ager hill fear harvesting huichol tradition sight day mountain ruin altiplano plain desert exercise plenty army jeep jeep willy area price way horseback horse plaza hidalgo front abundancium guide hill huichol site cerro quemado huichol hike destination pueblo fantasmo ghost town ruin hmy track left tunnel entrance hike return ascent plaza hidalgo stable left track trackside town ruin water power mine chimney smelter hmy village catorce cemetery settlement santum cruz carreta point hike hmy idea vehicle ride place couple fleapit hotel place bus square rail track service couple other bus tiburcio,0,8,6,0.18259707949980866,0.0013596031499009218,0,5
Oaxaca,Mexico,America,state destination state capital region countryside tradition country market colmy fiesta language tradition village spanish conquest city dining place nightlife landscape break desert north hillside area swamp jungle coast puerto escondido dropdown content huatulco dropdown content resort character puerto surround basic beach experience city north difference region lack development industry city spot tourism rest state miracle south region disturbance year century moment protest city region destination city number tourist craft store market fiesta gallery walkway restaurant church santo domingo region whole latin america example architecture influence effect site monte contemporary mountain scenery madre madre continuation belt land mole sauce mole negro chocolate flavmy amarillo coloradito mancha mantele chichilo rojo verde mole chicken restaurant cuisine mole negro street market vendor speciality tamale form chapuline grasshopper tlayuda tortilla bean string cheese quesillo staple street stand dark place home cream plaza front church soledad vendor table world flavour elote corn queso quemada milk sorbete cinnamon sherbet fruit mamey guanabana tuna pear purple variety chocolate strawberry coconut town flavour museo nieve santo domingo community mountain valley ecotourism potential cabin programme self income village effect tourism day village tour hiking coffee farm biking adventure sport agrotourism sort community lodging homestay cabin ecoturismo type accommodation base village site state community handicraft tradition carpet weaving wickerwork pottery other museum find life villager place information reservation day advance site state tourist office staff information date reservation while library pino resource rental norte pueblo mancomunado expedicione norte community programme area septiembre city expanse valley level colmy folklore market centre country destination population city street veil smog valley centre city charm foot street life experience city fiestum time fiesta city centre state gallery craft jewellery masterclass exhibition mixtec civilization role year spanish conquest area beauty title valle revolution descendant estate purpose area interest spaniard mineral wealth mountain terrain value coffee population life influence interference city nueva thank export textile manufacturing century statesman benito privilege porfirio dictatorship person backwater autumn headline teacher city plaza riot polouse dispute wage protest corruption cronyism city tourist protest demo benito hero figure century politic maxim respect right other peace rallying liberal century prejudice term president remnant colonialism reputation honesty dealing pablo guelatao parent priest priesthood talent service villager charge seat council voice person rank city council state governor ticket education country stranglehold aristocracy election government santum anna month exile victory minister justice name court military clergy support lerdo holding bill marriage freedom president ignacio comonfort conservative reform head supreme court claim presidency might city year reform president attempt power coffer debt repayment year july investment british spanish french army napoleon design control other habsburg archduke puppet emperor time paso norte ciudad border capital army president election support attempt constitution term election year peace heart attack church santo domingo highlight extravaganza example baroque wall place earthquake interior part reform war revolution chapel service stable interior church leaf afternoon light highlight altarpiece underside choir family tree felix father founder dominican order form vine branch tendril bust dominican figure virgin altar relief scene wall event barrel roof ceiling choir vision hierarchy angel ring capilla virgen rosario virgin pride place altarpiece space calle mercado noviembre spice vendor bag chile chocolate powder mole cinnamon chocolate powder cooking drinking chocolate place area chocolate almond cinnamon sugar chile dulce willy wonka branch corner noviembre cacao kilo sort chocolate product soledad bean machine aroma cacao choc addict region part valle centrale valley state capital south east valle coast pinotepa nacional valle centrale state centre craft village market convent town village area development civilization zapotec mixtec craft skill weaving pottery metalworking architecture planning city achievement way life language mixtec descendant village today zapotec mixtec craftsman valley north zapotec city sculptor motif wall mixtec skill metalwork pottery example state capital museum century mixtec artisan empire conqueror aztec bernal plate craftsman acces village valle coast route colectivo bus clas terminal trip tourist office village market valley idea village self facility valle weaving town rug product cottage industry family town road village rug sarape design other work artist escher head compound rug sell weaver demonstration weaving dying technique dye substance indigo pomegranate cochineal latter substance beetle blood colmy mercado plaza range rug quality price producer site agave cactu minute carving stucco work building outbuilding building back templo mask rain thunder form jaguar version patio palacio racoqui home generation family city ruler frieze lintel tomb building portrait individual santum valle village selection rug sale homestay programme baker bread shop provision hmy walk board community museum hilltop site view valley range norte world pine forest mist mountain village pueblo mancomunado village edge landscape biodiversity birdlife butterfly mammal ocelot puma jaguar section pine forest world wide fund nature place day nature hand experience oaxacan life hill footpath country road hiker mountain biker ability community accommodation guide roster activity path century person resource community village example organization town land hike altitude footpath village miguel cloud forest part route city valle centrale gulf remain road trail tour day ridge valley pine tree village benito gateway pueblo mancomunado sunset weather mountain pico orizaba benito base exploration river trout plenty walking activity offer village pablo guelatao birthplace benito area beauty cloud forest pine woodland home bird variety species plant region tourist destination site valle centrale centre building country mountain scenery number visitor monastery ruin appeal glory spine sense scene region hill pine altum toll country road hillside route city altum south sierra coast highlight monastery relic past trip transport transport feature monastery chapel world church cathedral area idea mas conversion service person church place congregation thousand person labmy church place time population disease demand overlord capilla elephant testament population tourist destination puerto busines heel fishing port fus pig chicken visitor street local dock yellowtail tuna gamefish line setting mountain beach hotel room place hammock road village playa budget puerto place day seafood headland agustinillo beach wave vibe place sand restaurant space hammock room rent addition seafood colectivo road direction land level strip land region identity person descendant group south society woman trade market sale skill field tradition other element woman pride hand dress jewellery mother child wedding daughter land feast day woman dominance rooftop fruit tirada fruta reason region fiestum country tuxtla clas bus port town salina cruz refinery place city town isthmu tradition fiesta region place hotel evening plaza bird person food stall townswoman flower huipil floor length velvet skirt town walk block direction countryside bus motor tricycle moto local taxi market plaza fruit herb bread flower produce mescal mezcal drink choice bottle gusano worm type caterpillar bottom tradition creature cactu maguey plant ingredient day worm farm worm person state time bottom bottle tequila type mescal mescal heart agave plant mescal store mercado noviembre brand amante shop danzante restaurant mezcal amore town mescal santiago city mescal tour,1,2,3,0.14092651368011438,-0.001131664701404206,0,0
Guanajuato,Mexico,America,ravine century city mine silver gold quantity today sight hill city riot architecture hill time roof building floor world heritage site image traffic light neon sign topography room building town reputation pope benedict stop visit today city plenty life street place lot church theatre museum battlefield mine corpse city attraction backwater feel place student habit cape bras band plaza city refusal effort flood tourist thoroughfare roadway miguel tunnel river city river ground course addition exit entrance traffic centre tunnel traffic thoroughfare plazuela angele broadening street step city alley plazuela beso patrimonio resident storey balcony kiss street tale star lover legend beso romeo juliet lover case suitor parent story ending love house alley hand father daughter death window hand today couple step beso year happiness father head force peon stave sickle spanish firearm story troop impact miner turkeycock fire door slab stone back shield gate effort rebel path defender victory royalist head head conspirator corner warning example year half week festival internacional cervantino city fiestum celebration century author miguel cervante character romantic quixote festival performance musician dancer theatre group street performer year region country focu festival foundation student entremese play theatre place plaza roque place host festival fiesta juan presa olla june firework fairground ride crowning reina fiesta queen festival place saint presa olla apertura presa olla july opening floodgate city riverbed dance serenading,0,2,9,0.05632956417096964,-0.005890212565306036,0,9
Zacatecas,Mexico,America,level gully hill silver town architecture museum destination wealth stone building city quality museum tour silver mine mina highlight cathedral sight walking distance pace market junction independencium effect city plaza person evening shoe bus independencium strip stone bench fountain bandstand retreat heat fiesta festival cultural march april week semana santum city art festival event town quality rock act band dance opus ballet event festival folclor international july folk festival nationality plaza centre morisma bracho weekend festival person battle moor christian cerro bufa ferium nacional sept week fiestum bullfight plenty carousing activity ferium cerro bufa rock cockscomb ridge plaza arma night cros cable summit slope cerro grillo ride heart town attraction cerro bufa tirolesa line gorge side mountain surrounding silverware centro platero church ruin desert fortres town trip cowboy festival easter saturday legend theory clas priest story rock wall building eagle jaguar command population person god priest follower heat person rock fire today pilgrimage sierra madre peyote real catorce east detmy area visit ferium primavera spring festival easter bullfight band tequila drinking climax easter saturday procession effigy juda festivity virgen soledad sept opportunity plume danza matlachine,0,2,2,0.25283797578583833,-0.001985467924384679,0,10
CN Tower,Canada,America,glas skyscraper downtown skyline clout city provincialism year powerhouse right modesty mascot tower observation platform view city surrounding stroll symmetry union station edge banking district rise north yonge street queen street number dominion centre dominion gallery inuit queen street shopping area eaton centre stone throw intricacy city hall modernism nathan phillip square square haul gallery city collection painting trek fort reconstruction outpost gallery collection exhibition revamp architect frank gehry guggenheim museum appearance glas wood north facade dunda street storey titanium glas wing grange park south result time sixfloor concourse level theatre learning centre collection ship model view level level collection painting battery henry sculpture level gallerium italium gallery wood glas hall sculpture exhibit espresso bar level selection level restaurant bookshop rate programme tour admission sample ivory alabaster piece manuscript cameo porcelain gift newspaper tycoon kenneth lord painting altarpiece pieter brueghel younger mosis pharaoh crown showing painter golden dyck fran hal goyen massacre innocent canva middle career figure gallery level collection canadianpainting world advantage term reinstallation initiative plan museum loan showing artist gallery century highlight portrait joseph william berczy mohawk chief gear reflection loyalty century passenger pigeon hunt antoine plamondon ocean bride halifax harbmy john scene work corneliu sample painting winter scene portage titre canvase figure paul kane landscape foothill buffalo resting buffalo pound bison valley prairie country scene landscape roost century stuff homer landscape paintwork composition artist queen victorium painting oscar wilde canadian constable painting canva mill death elaine poem venture legend maiden stick insect work west wind rendering wildernes painting wildernes determination explorer sense identity sample work part collection northern lake maple sapling october cubist autumn foliage battery sketch lake canyon waterfall forest panel blotch colmy work artist seven lawren above lake superior work clarity conception birch stump mountain deco cloud lake superior army painting landscape lake north shore street scene style wildernes work contemporary member emily carr west coast forest village foliage circle yellow mos world collection sculpture henry emphasi plaster cast bronze gallery size volume output accident work gallery wing work gallery representative anthony blunt expert level collection work artist piece range medium painting sculpture photography film installation display showing work photographer anne collier painter stephen andrew filmmaker apichatpong weerasethakul exhibition corneliu artist army second seminole month advance woman brush succes painting matter city market painting officer garrison rendition life start period year dozen souvenir picture scene work reason painting year stint city time officer corps work daughter year autumn artist name trip country north georgian sketch momentum friend employee firm grip approach subject matter pointer influence northland painter country world death artist ambition seven group franklin carmichael lawren jackson arthur macdonald varley frank johnston casson lemoine fitzgerald edwin holgate leadership wild freight baffin island british columbium show year triumph part contact response frontiersman element aesthetic matter road glory adventure nature measure stature struggle element symbol pine image authenticity reference poetry walt whitman legacy seven hand autonomy contribution painter identity precept unpopularity painter artist graham coughtry kind hero painting dismay torontonian tower city symbol city literature thousand postcard holiday snap start tourist itinerary city form skyline novelist maupassant quip tower eiffel tower place celebrity statu tower origin canadian broadcasting corporation railway conglomerate canadian national construction transmission antenna project land company surprise undertaking interest tower potential tourist sight today broadcasting percent tower income rest tourist school holiday crowd post burj khalifa tower decade structure world structure minaret point city centre detail construction series photograph mezzanine level security check background information sort fact figure tower lightning time year foot tower glas elevator outside building look level gallery view city lake feature splash greenery island welter condominium block lakeshore will alsop table sharp centre design level glas floor vertigo shock tower admittance restaurant tower minute revolution tower lift visitor gallery expense distillery district home art entertainment complex gooderham wort distillery village mill street network brick building distillery british empire operation distillery ship jetty landfill railway line gardiner expressway demise distillery group entrepreneur feature revamp walkway bottle runway integrity chain highlight pure spirit building door iron balcony complex gallery artist studio hand jewellery store designer chocolatier bakery shop microbrewery couple performance venue origin fort stockade shore lake control great lake landfill lakeshore fort shadow gardiner expressway west bathurst street fort affair lack fund attention township capital upper deterioration relation alert flurry activity fort rampart emplacement british army hurry british gunpowder magazine content enemy hand force explosion addition enemy fatality general zebulon montgomery pike fort garrison contribution development army replacement year fort museum year guide down life plan fort reception fort earth stone rampart pattern enemy artillery line fire haphazard sequence stone brick building couple blockhouse timber sniper loophole reconstruction stone brick powder magazine wall spark copper bras fixture blue barrack officer quarters officer quarters mes money vault cellar building exhibition fort history display bit piece fort buckle brooch plate clay pipe tunic button collection armament latter furnace cannon ball term door tower roger centre home sport team blue jay baseball team canadian football league stadium event concert sport stadium world roof feat engineering roof panel rail track minute stadium hectare turf terrace city time result roof stadium armadillo tour sporting event hmy minute film stadium construction lawrence district east yonge street esplanade adelaide street east frederick street city neighbourhood period growth time lawrence part city skid lawrence district home lawrence market city food drink market brick building level stall fish bread foodstuff sort edible speciality cheese jelly jam fern fiddlehead market saturday north lawrence market farmer market building home north side front street lawrence hall building edifice column pilaster pediment cupola hall city meeting place oodle space ball lecture concert performance other songbird jenny lind appearance other rally taste award showman circu proprietor time mayor home town author humbug world potential bridgeportonian charle sherwood stratton thumb curiosity lawrence hall dollar bulk jame anglican cathedral surrounding stone copper roof spire example style corner british empire cathedral score arch window abundance buttressing nave pillar glas window path window scene history nave glas window century george chapel corner church silver jubilee george loyalty british empire cathedral plaque example captain john henry gamble service khyber pas stone transept thought native death cathedral spire stone entranceway dominion gallery inuit collection piece inuit sculpture level foyer collection dominion bank panel expert centennial inuit theme inuit sculpture study smattering figure inuit form animal part sculpture deity sedna nuliayuk goddes belief theology animism spirit god subject manner inuit folk tale piece soapstone bone ivory caribou antler piece booklet rack start gallery background information,1,2,6,0.17066416144450874,-0.005294357116115218,0,16
Niagara Falls,Canada,America,thousand charle tightrope time midway omelette grill marksman hole maid mist boat metre lunatic publicity seeker craft setting truth impression visitor year sight load water cliff niagaran angle boat viewing tower helicopter cable car tunnel rock face cascade tunnel boat entrance table rock house foot cliff clifton hill sense force waterfall pile time river parkway road river recreation trail jogging cycle path road trail length river fort erie lake time surrounding night lake lake option town lake season couple day advance postcard film glimpse cloud spray river boat speck cauldron cataract goat island water channel side frontier river precipice american width horseshoe side spectacle winter snow tree armoury mist block table rock house crest line horseshoe observation platform remain scow rock middle river barge river line boat crew fall precipice barge rock table rock house lift base cliff tunnel journey platform cascade sight table rock attraction fury self experience formation table rock house path edge river gorge lawn queen victorium park left view american right park clifton hill drag riverside town jetty clifton hill maid mistboat hornblower maid mist side river trip clifton hill centre tourist action slope collection food joint attraction dinosaur adventure golf ripley rainbow bridge victorium avenue town casino casino structure kid parent inheritance fallsview boulevard commercialization riverside area string attraction white water walk clifton hill clapboard house garden along tree street lake fall town century town capital upper year distinction frontier attack army fact river town modification centre melville street rash development marina appeal place lake tripper good crowd souvenir knick knack shop street town location theatre festival shaw festival work george bernard shaw performance april october winery visitor stage world soldier brigade situation ally soldier pole creation time country ally event policy difference government pole border lake base camp pole officer batch front attempt tsar bolshevik control brigade blue army colmy uniform homeland role foundation grave soldier lake complexity shrine honmy wine joke industry product concoction baby duck variety tackle wine witticism member legislature bottle block state affair vintner quality alliance control wine production percent wine appellation system quality control type wine wine provincial designation label percent grape list grape variety hybrid geographic designation peninsula pelee island vitis vinifera grape variety riesling chardonnay cabernet sauvignon wine area result riesling flavmy aftertaste range winery vicinity lake showroom other tour tasting town tourist office list opening time price wine country vintner queen wine shop town variety wine shuttle winery,0,4,3,0.08629039459072033,0.004137105025692143,0,8
Yoho National Park,Canada,America,side continental divide lake louise yoho national park name cree word wonder testament grandeur mountain lake waterfall park scale connoisseur park railway tourism area hotel canadian pacific railway month kilometre foot mount stephen peak east reserve park lake louise kicking horse pas valley bottom kicking horse river canadian pacific railway settlement park visitor centre service accommodation town lake louise east west accommodation trail hub lake valley emerald lake start hiking route point park passenger service railway park sight thing east west result horse trading canadian pacific surveyor sandford fleming journey kicking horse pas route walk trial company railway route north railway transportation tool country settlement route tract prairie border area resource hand engineering advice railway kicking horse route percent grade railway time result spiral tunnel figure gallery mountain viewpoint front good train tunnel wagon hill line waptum lake flat train descent canyon railway worker runaway blast whistle warning train control wreck engine kicking horse park campground lady agne macdonald wife minister hill cowcatcher metal frame front locomotive animal track opportunity sensation perch husband journey opening railway cowcatcher train hill locomotive coach ascent hmy boiler death time walk twin fall trail hike time taste park road emerald lake valley lake region zone exploration lake plateau area other grizzly lake mcarthur odaray plateau duchesnay basin time hike trail wiwaxy ascent plateau trail ascent lake lodge lake latter brevity hour plateau lake meadow trail area person lake east circuit trail hike outing yuknes ledge section alpine circuit east circuit lake level route lake lake lake region lake trail ascent lake path lake area lake mcarthur trail ascent lake area odaray plateau trail ascent hike path linda lake cathedral basin trip lake viewpoint cathedral platform prospect ascent hike level alpine circuit lake weather snow walker trouble exposure scrambling time climber trail valley area park valley road takakkaw fall campground whiskey jack hostel road summer affair trailer hike valley waterfall takakkaw fall minute hike road fall mountain option point lace fall minimum ascent return laughing fall gain walk park pas ascent height los emerald lake lodge transport lake branch hike burges pas trip overview area path valley twin fall trail ascent takakkaw fall park hmy return journey laughing fall reward twin fall cataract scenery waterfall route walker trail view glacier valley head circuit takakkaw fall walk choice takakkaw fall twin fall trail little fall combination gain takakkaw fall park avalanche path bench view emerald glacier daly glacier valley lake celeste trail lake circuit park little valley takakkaw fall circuit trip takakkaw fall walk ascent backcountry hiking option backcountry campground little walk trek kiwetinok pas person list overnight rocky mountain hike permutation combination backcountry hiking route little valley kiwetinok pas ascent route rockwall trail berg lake mount robson provincial park emerald lake road emerald lake lodge valley road route acces stroll jaunt stroll emerald lake self wheelchair nature trail circuit ascent lake park bridge lake trail park entrance hamilton fall return ascent trip hamilton lake trail park emerald lake road place hmy lake climb emerald basin lakeshore forest amphitheatre glacier avalanche path walk east west ros lake walk lovelines lake ease great divide picnic area sherbrooke lake lake waptum lake picnic area great divide walker paget lookout view kicking horse valley ascent hoodoo creek edge park gravel road hoodoo creek campground path campground acces road hoodoo pillar debris capping stone waptum fall minute walk trail waterfall volume water dirt road,9,5,7,-0.1132773250359071,0.021418436840718834,0,4
Jasper National Park,Canada,America,park jasper national park area rest backcountry settlement resort population pursuit maligne lake area zone maligne canyon lake icefield parkway miette spring region area east spring trail park backcountry hinterland campground kilometre trail system world opportunity hike park stroll level walk forest lake hike point maligne lake road icefield parkway yellowhead settlement winter explorer trader david thompson william fire point town companion valley trail athabasca pas year trader meantime house presence north west company house edge park boundary hawe time company clerk lake collapse trade post region homestead origin coming railway century canadian pacific grand trunk pacific railway succes route forest park centre railway operation population importance road link park designation system backcountry hiking trail backcountry campground area backcountry hiking north america backcountry wildernes permit hour departure park information centre columbium icefield trail campground quotum system park information office detail backcountry campground trail place reservation trail september maligne lake tonquin valley park information office advice map trail hike staff hold copy canadian trail guide consent distance trail ascent jona pas ascent pass ascent walk hike tonquin valley astorium river ascent maccarib pas ascent fryat valley day other maligne pas distance north south boundary trail earth bar style enthusiasm hostel campground town variety evening entertainment theatre cinema music dance town guide tourist office range hiking trail national park scope book option icefield parkway hike meadow glacier waterfall cliff water hike maligne lake view backcountry hike hike view spring,0,5,7,-0.14741322836009252,0.015119683754626773,0,2
Yaletown,Canada,America,ocean mountain district peninsula burrard inlet north english west false creek south greater fraser river waterfront beach port swath parkland contrast glas skyscraper burrard inlet harbmy district north west suburb coast mountain slope counterpoint skyline city playground wonder surrounding resident setting hilt region distance wildernes interior sailing swimming paddling fishing hiking skiing golf tenni local plethora whim summer winter city hedonism living west coast interest art culture scene world clas museum symphony orchestra opus theatre dance company edge art festival rain summer music venue hotbed rock band jazz scene city area immigration number enclave city vibe city eastside population addict odd glitz neighbourhood population counterculture restaurant shop gallery club bar scale restaurant world city sightseeing handful sight viewing standard deal time area equivalent stretch boutique shop coffee house morning share shop restaurant warehouse district fringe grid gallery restaurant bar taste city side park area parkland forest beach peninsula walk bike ride stroll beach morning granville island city spot wandering eating person watching slant museum anthropology museum vanier park latter granville island push city essential couple day stay trip burrard inlet north shore view ferry perspective city mountain forest setting sight capilano suspension bridge growth forest cable trip grouse mountain view city stone throw line blend culture majority city immigrant mainland hong kong cuisine strip mall street street keefer street city time north america chinese canadian city group british majority population fraser valley gold rush other contract canadian railway citizenship right community safety familiarity ghetto clan association arrival building balcony roof area site shop market restaurant alley attention hustle pavement buzz conversation building model character person building corner street guinnes book record world building rise glitz district face face multiculturalism immigrant hong kong city district edge visitor area street night east hasting place immigrant greater region city temptation point reference shop butcher duck barbecue pork skin sausage keefer street bakery herbalist panacea wisdom ming cookware shop utensil hang district arena avenue shopping mall robson street summer evening vision dolce vitum meeting place bar restaurant night store youth bubble yoghurt time clas step gallery department store holt renfrew thoroughfare burrard street shop hotel office granville street plenty shop music venue place granville street bridge development reach point library west georgia piece architecture walk minute place water street piece city rejuvenation street century brick building shop city restaurant bar name gassy jack sailor publican self mayor site canoe bar lumber mill statue maple tree square heart focu street site tavern trade bar village sort gassy town fire effect birthplace year focu beginning hotel warehouse skid junkies alcoholic area site building city beautification programme motion rite passage photo steam clock corner cambie water street frame tonne landmark chime minute kind granville street bridge granville island person place title claim heart shop market gallery marina space setting whiff warehouse squalor area sense pretentiousnes world space park heart city character kilometre park north america semiwildernes rainforest marshland beach english waterslide summer season second beach pool concession stand third beach barbecue park side road cycleway promenade walk path hour view city water mountain trail network draw aquarium interior scrub forest path person flower space world restaurant prospect point spot park deck view siwash rock name outcrop weather century first nation legend proces tree peninsula city council foresight sense priority reserve park growth forest cedar hemlock dougla swamp lost lagoon posterity name lord governor general loop point park brockton point visitor centre cedar portal visitor land coast person park totem pole pole lumberman arch island alert haida gwaius coast inlet brockton point museum preservation pole replacement other robert yelton squamish nation north america attraction kind aquarium park destination home animal penguin otter beluga whale state exhibit revitalization project entranceway restaurant gallery section world canadian north chance whale face face glas char cucumber pink anemone domain gallery vegetation fish marmoset sloth creature rainforest climate environment enclosure macaw wild coast habitat role otter harbmy porpoise animal water aquarium visitor time sardine weekday morning hour reason north north trip view skyline port area side city north west north shore suburb area beauty lynn canyon grouse mountain capilano river regional park excursion mount seymmy lighthouse park mountain west waterfront proximity area wildernes city aspect trip grouse mountain hiker grouse cable car north america tramway base station mountain summit favourite person work mountain slope dozen run north landmark winter evening summer grouse grind trail hike nature stairmaster cable lurch cable tower summit restaurant carving tourist paraphernalium sense nature view juan island washington state path centre summer scene world lumberjack show crowd show climbing sawing wood chopping attraction bear habitat bear coola grinder bird prey display peak chairlift ticket tree mountain summit plenty daredevil statu line heart exploration growth forest paragliding mountain descent wind tmy world glas wind turbine observation deck view observation deck office cable base station detail hike summit stroll blue grouse lake summit goat ridge trail hiker grid shop restaurant street drake street south smithe street north name canadian railway worker line town interior time density saloon world north america enclave century warehouse packing district decade spread south east rank condominium shore false creek street level walkway stage terrace warehouse space bar restaurant roundhouse station walk walk park minute university british columbium campu museum anthropology museum culture region first nation people haida collection carving totem pole artefact north america museum layout collection hall arthur erickson architect gallery great hall cedar house setting totem pole window pole haida house view burrard inlet mountain pole carving tribe haida salish tsimshian kwakiutl element museum virtue display basement room great hall multiversity gallery part renovation project thing collection culture inuit north exhibit jewellery mask basket tribe carving great hall sculpture slate haida gwaius island rotunda raven sculpture haida artist bill reid museum pride statu city tonne block cedar person year haida legend evolution virtuosity figure clam shell raven city assortment pub bar beer drinker fan craft cocktail city lgbtq community davie village burrard davie denman concentration club pub store scene commercial drive drive plenty sunset blend music club city commercial drive city half summer nightlife street bar extent beach venue right clothing store shop mall centre burrard stretch robson city clothing boutique heritage building design homeware store plenty shop edgier gallery vintage fashion store east commercial drive brand footwear john fluevog native shoe city,1,2,7,-0.14838024577713002,-0.0022107962922174543,0,2
Basilique-Cathedrale Marie-Reine-du-Monde,Canada,America,downtown sherbrooke antoine north south deni east area golden square mile west street catherine shopping dining entertainment maisonneuve busines quartier spectacle entertainment number station acces downtown attraction underground city area church museum square activity busker artist market vendor city thoroughfare catherine island part shopping artery glos road bit strip club streetscape street quartier latin heart village quartier spectacle entertainment district rise neighbour basilique marie reine monde bishop ignace reminder catholicism city dominion canada peter replica church statue peter facade apostle statue cousin patron saint parish inside altar marble onyx ivory copper reproduction baldachin altar peter left chapelle souvenir relic remain zoticu patron saint ground anglican christ church cathedral break strip catherine church stone spire roof aluminium replica arch head angel evangelist feature coventry cros nail coventry cathedral bombing world decline congregation cathedral authority desperation money land church year christ church church strut developer promenade boutique part underground city church sunday sung eucharist choral evensong church concert year place ville marie beginning underground city homophone word network ville souterraine french refuge weather winter summer network construction place ville marie climate shopping arcade underground city today passage acces hotel shopping mall transport termini thousand office apartment restaurant smattering cinema theatre visit system tourist office pamphlet underground city place place place number shopping mall budget food court floor mall toilet,0,2,6,0.20686400673187888,-0.005834887121963366,0,5
Waterton Lakes National Park,Canada,America,location canadian park waterton lake national park map extension glacier national park border size park trail canadian park settlement hike walk lake valley hike tamarack trail ridge backcountry option plenty hiking drife acces road akamina parkway rock parkway interior viewpoint spot boat national park pas lake park tandem glacier national park entry fee year region hunting ground people ktunaxa kootenay mountain bison prairie grassland blackfoot people sphere influence ktunaxa century region area resident john george globule cameron creek river discovery entrepreneur region zeal industry river settlement rocky mountain development company well monument akamina parkway location great northern railway link railway tourist number prince wale hotel world heritage site john george kootenai character wild west fantasy time army francisco gold field pony expres rider army region blackfoot native arrow back hand chief sitting bull stake dead night ktunaxa year retreat marriage influence cabin region lake reserve warden area dominion park year park superintendent year park border grave road village history landscape park rock mountain formation mas lewi thrust monolith front result rock year basement year shale zone transition park place peak landscape upside mountain effect peak north mountain summit shape sawtooth ridge national park variety altitude habitat climate park plant wildlife prairie habitat species region result diversity flora fauna park plant species species bird park north prairie grassland home grass grama fescue rose emblem sagebrush buckbrush rose pincushion cactu park wetland lake left blakison valley belly river campground aspen parkland zone prairie forest habitat forest zone plant animal life slope cameron lake copsis year tree park forest growth spread bear gras flower gras metre height tree zone lake example bird lower lake linnet lake cameron lake wishbone trail chief mountain time season september november osprey village lake place hope mink muskrat beaver belly river park bear slope blakison valley july august berry readines hibernation grizzly moose cougar deer rock canyon parkway mule deer village mountain goat ground lake bighorn sheep visitor centre flank blakison valley,0,1,7,-0.10605240150461838,0.010723655262742413,0,4
